source_workbook,release_year,table,vehicle_type,manufacture_period,jurisdiction,vehicles
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2009 - 2013,WA,3784.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2009 - 2013,TAS,322.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2009 - 2013,NT,301.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2009 - 2013,ACT,41.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2009 - 2013,AUS,20027.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,NSW,4402.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,VIC,4978.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,QLD,4119.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,SA,1751.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,WA,3776.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,TAS,430.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,NT,279.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,ACT,48.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,2004 - 2008,AUS,19783.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,NSW,4579.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,VIC,7012.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,QLD,4809.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,SA,2127.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,WA,4053.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,TAS,428.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,NT,269.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,ACT,24.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Articulated trucks,To 2003,AUS,23301.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,NSW,1723.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,VIC,2852.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,QLD,1445.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,SA,1229.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,WA,1830.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,TAS,253.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,NT,85.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,ACT,46.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2019 - 2024,AUS,9463.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,NSW,1557.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,VIC,2490.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,QLD,1568.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,SA,914.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,WA,1390.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,TAS,125.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,NT,78.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,ACT,44.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2014 - 2018,AUS,8166.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,NSW,1146.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,VIC,1886.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,QLD,1264.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,SA,576.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,WA,1481.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,TAS,180.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,NT,63.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,ACT,43.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2009 - 2013,AUS,6639.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,NSW,1126.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,VIC,1693.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,QLD,1109.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,SA,546.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,WA,1255.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,TAS,173.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,NT,75.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,ACT,35.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,2004 - 2008,AUS,6012.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,NSW,1276.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,VIC,2822.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,QLD,1208.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,SA,709.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,WA,1704.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,TAS,346.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,NT,90.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,ACT,14.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Non-freight carrying vehicles,To 2003,AUS,8169.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,NSW,2923.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,VIC,1877.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,QLD,3161.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,SA,908.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,WA,2493.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,TAS,275.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,NT,662.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,ACT,113.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2019 - 2024,AUS,12412.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,NSW,3268.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,VIC,2709.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,QLD,2982.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,SA,753.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,WA,1801.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,TAS,290.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,NT,454.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,ACT,109.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2014 - 2018,AUS,12366.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,NSW,2976.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,VIC,2382.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,QLD,2442.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,SA,530.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,WA,2025.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,TAS,254.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,NT,395.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,ACT,68.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2009 - 2013,AUS,11072.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,NSW,2478.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,VIC,1839.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,QLD,2350.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,SA,533.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,WA,1378.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,TAS,248.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,NT,277.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,ACT,72.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,2004 - 2008,AUS,9175.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,NSW,1183.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,VIC,1724.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,QLD,1864.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,SA,583.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,WA,1311.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,TAS,386.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,NT,85.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,ACT,56.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Light buses,To 2003,AUS,7192.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,NSW,2369.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,VIC,2071.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,QLD,1848.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,SA,537.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,WA,1949.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,TAS,272.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,NT,169.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,ACT,106.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2019 - 2024,AUS,9321.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,NSW,3354.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,VIC,2245.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,QLD,1745.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,SA,546.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,WA,1535.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,TAS,205.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,NT,193.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,ACT,187.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2014 - 2018,AUS,10010.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,NSW,3701.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,VIC,2065.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,QLD,2795.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,SA,918.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,WA,1636.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,TAS,396.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,NT,225.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,ACT,173.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2009 - 2013,AUS,11909.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,NSW,2469.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,VIC,1801.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,QLD,2026.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,SA,494.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,WA,793.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,TAS,285.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,NT,171.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,ACT,93.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,2004 - 2008,AUS,8132.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,NSW,2636.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,VIC,1903.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,QLD,1285.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,SA,727.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,WA,1127.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,TAS,505.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,NT,142.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,ACT,63.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Heavy buses,To 2003,AUS,8388.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,NSW,87624.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,VIC,52105.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,QLD,58727.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,SA,14530.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,WA,23982.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,TAS,4224.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,NT,2072.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,ACT,3696.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2019 - 2024,AUS,246960.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,NSW,75102.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,VIC,47761.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,QLD,56048.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,SA,13457.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,WA,24319.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,TAS,4731.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,NT,1353.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,ACT,3489.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2014 - 2018,AUS,226260.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,NSW,52405.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,VIC,35632.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,QLD,43891.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,SA,10989.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,WA,28848.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,TAS,4202.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,NT,971.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,ACT,2573.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2009 - 2013,AUS,179511.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,NSW,40906.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,VIC,34139.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,QLD,40220.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,SA,10459.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,WA,24577.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,TAS,4173.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,NT,679.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,ACT,2054.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,2004 - 2008,AUS,157207.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,To 2003,NSW,33647.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,To 2003,VIC,31106.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,To 2003,QLD,39614.0
bitre-road-vehicles-australia--january2024.xlsx,2024,Table 6,Motorcycles,To 2003,SA,11779.0
